"Guid","Name","SBQQ__Active__c","SBQQ__MasterProcessInput__c","SBQQ__Operator__c","SBQQ__ProcessInput__c","SBQQ__Value__c"
22b5ef40-7e56-4869-86f4-e6b3fb68b6e0,Condititon 1,false,df75a591-aa70-423b-a823-c004deba07d8,"#N/A",71195175-2fbe-447e-9b31-27715fdcdb9d,2
